id,title,time,source,description
cointelegraph:b942f2494094b:0,macOS of blockchains? Solana captures 60% of new DEX volume in May,"Thu, 20 Jun 2024 17:30:00 GMT",Cointelegraph,"Over 60% of the incremental volume in decentralized exchanges in May was recorded on the Solana blockchain, according to data compiled by venture capital firm Pantera Capital. 

 Behind this growth is a monolithic architecture, said Pantera in a June 18 report, calling the network the macOS of blockchains.  

 Solana’s share of DEX volume has risen from 0% in early 2021 to 24% by May 2024, thanks to an approach similar to Apple’s macOS architecture that integrates hardware and software for superior performance. According to Pantera, Solana’s architecture has enabled a surge in retail activity over the past few months:  

 Pantera is one of the investors in the Solana blockchain. Earlier this year, the venture capital firm raised money for a new fund aimed at purchasing up to $250 million worth of Solana’s SOLUSD tokens from FTX bankruptcy state at a steep discount. 

 The network’s unique active addresses rose from 14,000 in October 2020 to nearly 1.3 million by May 2024. As a result, priority fees on Solana have exploded, growing from less than $100,000 per month in mid-2023 to more than $60 million in March 2024, notes the report. Cointelegraph 

 Solana’s architecture has also made it a popular choice for developers behind memecoins and decentralized infrastructure (DePin) projects. Since January, the network has seen a growing volume of new tokens, outpacing other chains such as BNB, Ethereum, and Polygon. The report notes: 

 Solana’s performance is also affecting its SOL token. According to CoinMarketCap, the price of SOL has risen over 723% in the past year, trading at $123 at the time of writing.  

 Are network outages a thing of the past? 

 Pantera’s report does not address the network’s challenges over the past years, such as Solana’s downtime amid technical challenges. The last outage, on Feb. 9, resulted in nearly five hours of downtime. 

 Solana’s Firedancer upgrade, slated for a full version in 2025 with “pared-down versions” rolling out before then, is expected to boost the network’s resilience. The upgrade, an independent validator client under development with Jump Crypto, is intended to increase Solana’s overall reliability and scalability as activity increases. 

 "
coindar:8308cf811094b:0,FIO Protocol to Release FIO Chain v.2.9 in June,"Thu, 20 Jun 2024 17:26:00 GMT",Coindar,"Coindar 

 FIO Protocol has announced the release of version 2.9 of FIO Chain in June. The update focuses on addressing bugs related to voting and proxying.  

  Refer to the official tweet by FIO:  

 TECH ANNOUNCEMENT📣📣📣 

 v2.9 - June 2024 - FIO Chain Release💥 

 This month, we have worked on addressing bugs related to voting and proxying🐛 

 To learn more about these updates, visit the link below👇https://t.co/THsHAJlnZv pic.twitter.com/ckTDhgIDNB 

 FIO Info 

 FIO Protocol is an innovative blockchain platform designed to streamline the often complex and intimidating process of transacting with cryptocurrencies. The protocol aims to eradicate common issues associated with cryptocurrency transactions, namely the necessity of using convoluted addresses, which can result in costly errors and misplaced funds. 

 Traditionally, cryptocurrency transactions have required long, alphanumeric addresses that are prone to misinterpretation. FIO Protocol counters this challenge by implementing a universal, human-friendly address format that spans across multiple blockchain platforms. In practical terms, this means that an intricate sequence of numbers and letters could be replaced by a simplified address format, such as 'user@wallet'. 

 Additionally, the FIO Protocol enhances usability by introducing features that are commonplace in conventional digital payment systems, like payment requests and transaction metadata. This bridges the gap between the traditional finance industry and the burgeoning cryptocurrency market. 

 Crucially, the FIO Protocol does not intrude upon the operations of other blockchains. It functions as a complementary usability layer capable of interacting with any blockchain or token without requiring direct integration. Thus, the FIO Protocol represents a significant step forward in making cryptocurrencies more accessible and user-friendly, and signals an evolution in the wider adoption of blockchain technology. 

 "
coindar:9cc083161094b:0,Star Atlas to Host Community Call on July 3rd,"Thu, 20 Jun 2024 17:18:43 GMT",Coindar,"Coindar 

 Star Atlas will host a community call on Discord on July 3rd at 19:00 UTC.  

  Refer to the official tweet by ATLAS:  

 The biggest Town Hall we've ever hosted is happening on July 3rd. 🚨 

 Join us at 3PM ET / 19:00 UTC on Discord at https://t.co/jrhZiDgMOF pic.twitter.com/6sAgZGHyMt 

 ATLAS Info 

 Star Atlas is an ambitious MMO game built on the Solana blockchain. It serves as a true metaverse, combining elements of strategy, exploration, and combat in a world filled with cosmic science fiction. 

 Star Atlas offers players the opportunity to explore space, mine resources, build ships and colonies, and engage in battles with other players. The in-game economy is based on cryptocurrencies, enabling players to earn real money through their participation in the game. Every action, from resource mining to construction and battles, can be tokenized and exchanged for real-world currency. 

 Star Atlas utilizes non-fungible tokens (NFTs) to create unique digital assets that can be traded on its in-game marketplace. These NFTs encompass a wide range of items, including spaceships and land plots on various planets. 

 By leveraging the scalability and low fees of the Solana blockchain, Star Atlas establishes a seamless, dynamic, and immersive gaming environment. Additionally, the project incorporates Unreal Engine 5 technology to craft a visually detailed game world. 

 The ATLAS token serves as the in-game currency within the Star Atlas metaverse. It is a cryptocurrency that players can utilize for various purposes within the game. 

 "
coindar:2dc86a282094b:0,THORChain to Hold AMA on X on June 25,"Thu, 20 Jun 2024 17:18:15 GMT",Coindar,"Coindar 

 THORChain is set to host an AMA on X with the Houdini Swap team on June 25th at 15:00 UTC. 

  Refer to the official tweet by RUNE:  

 The @ninerealms_cap team will be hosting a twitter space with the Houdini Swap team next week 

 Join the AMA to welcome the team into the ecosystemhttps://t.co/GU2pkXGEuF 

 RUNE Info 

 THORChain is a decentralized liquidity protocol that enables users to easily exchange cryptocurrency tokens over the network without the need for intermediaries. This is achieved by creating a liquidity pool that automatically establishes prices and provides liquidity for trading. 

 The key feature of THORChain is its ability to facilitate secure, fast, and reliable cross-chain asset operations. This means that users can directly exchange one cryptocurrency for another, even if they exist on different blockchains. 

 The RUNE token in THORChain is used as collateral for validators in the network and to ensure liquidity in the liquidity pools.  

 "
coindar:5f5e6312e094b:0,Filecoin to Participate in Ethereum Community Conference in Brussels on July 10th,"Thu, 20 Jun 2024 17:17:59 GMT",Coindar,"Coindar 

 Filecoin will participate in Ethereum Community Conference on July 10th-11th in Brussels.  

  Refer to the official tweet by FIL:  

 4/ 🗓ï¸ July 10-11: Filecoin Booth at @EthCC in Brussels, Belgium 

 🔗 https://t.co/UOeDZg9mzS pic.twitter.com/l1BH198rVj 

 FIL Info 

 Filecoin FILUSD is a decentralized storage system that aims to ""store humanity's most important information"". The project raised significant funds via an initial coin offering (ICO) in 2017. Filecoin is the digital token that is used as payment for storage or retrieval of data within the network. The network uses a unique proof-of-storage system where miners earn more by sharing more storage, and the data they store is constantly verified to ensure its correctness. Filecoin competes with centralized storage systems such as Amazon S3, and allows individuals to monetize their spare storage space on the network. 

 "
cointelegraph:cba79c8f9094b:0,Hashing It Out: Layer-2 challenges and enterprise adoption with LightLink CEO,"Thu, 20 Jun 2024 17:10:01 GMT",Cointelegraph,"In this episode of Cointelegraph’s Hashing it Out podcast, host Elisha Owusu Akyaw interviews Roy Hui, co-founder and CEO of LightLink, a layer-2 blockchain. Hui discusses the current state of the blockchain industry, the challenges faced by layer-2 solutions, and LightLink’s unique approach to addressing these challenges.  

 Hui discusses the current landscape of blockchain technology, noting the saturation of layer-1 and layer-2 networks while emphasizing the vast untapped potential for real-world applications. 

 He also admits that the space is getting crowded because fewer people use onchain applications for everyday activities. Due to this saturation, various networks need to find ways to differentiate themselves from their counterparts. 

 Hui emphasizes LightLink’s focus on enterprise adoption and its mission to accelerate the global adoption of Web3 technologies.  

 He explains how LightLink’s gasless transactions were designed to attract Web2 users and enterprises. Hui highlights the challenges enterprises face in adopting Web3, including the technology’s complexity, risk and the fluctuating cost of transactions. According to him, removing the cost of transactions and the need to estimate what that cost could be is an important step in creating a user experience similar to Web2 platforms.  

 The conversation also touches on the importance of community building and developer engagement in the Web3 space. Hui shares LightLink’s strategies for attracting developers and users, such as hackathons and airdrops. Hui admits that doing airdrops has become more difficult in 2024 as more users come online and expectations increase. He adds that with so much going on in the space, airdrops may not be enough to retain users on a particular network.  

 Listen to the latest episode of Hashing It Out on Spotify, Apple Podcasts or TuneIn. You can also explore Cointelegraph’s complete catalog of informative podcasts on the Cointelegraph Podcasts page. 

 This article is for general information purposes and is not intended to be and should not be taken as legal or investment advice. The views, thoughts, and opinions expressed here are the author’s alone and do not necessarily reflect or represent the views and opinions of Cointelegraph.  

 "
coindesk:7e390a802094b:0,"Mexican Cartels Using BTC, ETH, USDT, Other Tokens to Buy Fentanyl Ingredients: U.S.","Thu, 20 Jun 2024 17:08:48 GMT",CoinDesk,"Criminal organizations in Mexico have been using several popular digital assets to buy the raw materials needed to make the drug fentanyl, according to the U.S. Treasury Department's Financial Crimes Enforcement Network (FinCEN), which cited the use of bitcoin and other tokens in a Thursday advisory. 

 The cartels ""are increasingly purchasing fentanyl precursor chemicals and manufacturing equipment"" from China-based suppliers and paying in tokens including bitcoin {{BTC}}, ether {{ETH}}, monero {{XMR}}, and tether {{USDT}} ""among others,"" according to an updated FinCEN advisory to alert U.S. financial firms about the network of criminal organizations producing the dangerous narcotic. 

 The payments often end up in the Chinese suppliers' hosted wallets at crypto firms, sometimes through a secondary money transmitter, according to the notice. 

 The new warnings, updating a FinCEN advisory from 2019, reflect problems that had already emerged in sanctions and criminal cases brought by U.S. authorities. 

 In October, the U.S. Department of Justice charged eight China-tied companies with illegal drug production, distribution and sales of precursor chemicals. 

 U.S. overdoses involving fentanyl have become the leading killer for those aged 18-45. The chemicals used to manufacture the dangerous drug often come from China and wind their way across multiple borders on their path to U.S. users of the synthetic opioid, which the Drug Enforcement Administration (DEA) says is 100 times more potent than morphine. 

 "
cointelegraph:2a119ef48094b:0,Failed House candidate and partner of ex-FTX exec starts crypto think tank,"Thu, 20 Jun 2024 16:50:00 GMT",Cointelegraph,"With her partner set to report to prison in 70 days after his sentencing related to FTX’s downfall, Michelle Bond announced the launch of a crypto-focused think tank in Washington, DC. 

 In a June 20 notice, Bond said she had helped launch the think tank Digital Future. According to her LinkedIn, the think tank is one of the first professional experiences Bond listed since the collapse of cryptocurrency exchange FTX. Contributions to her 2022 campaign for the U.S. House of Representatives connected to the firm became part of the charges against her partner Ryan Salame, the former co-CEO of FTX Digital Markets. 

 According to Bond, the think tank would focus on helping create a “favorable regulatory environment” for financial technology, digital assets and artificial intelligence (AI) in the United States. She added that U.S. lawmakers “have yet to pass significant and impactful legislation on crypto and AI.”  

 Before the collapse of FTX, Bond served as the CEO of the Association for Digital Asset Markets. She has also been the CEO of Capitol Advisory since 2023 — a “consulting firm that assists fintech firms with regulatory, legal and public policy issues and advice” — and served as counsel for the U.S. Senate Banking Committee from 2011 to 2012. 

 The timing of the crypto think tank’s launch was unclear. Less than five months remain until the U.S. presidential election, and many states hold primaries in June. Cointelegraph reached out to Digital Future for comment but did not receive a response at the time of publication. 

 In September 2023, Salame pleaded guilty to conspiracy to make unlawful political contributions and operate an unlicensed money-transmitting business. In May, a federal judge sentenced the former FTX executive to 7.5 years in prison. He is scheduled to report to authorities on Aug. 29. 

 Salame’s charges were directly related to Bond’s congressional campaign. She ran as a Republican to represent New York’s 1st Congressional District in 2022, but the campaign did not move beyond the party’s primary. The former FTX executive allegedly contributed to Bond’s campaign on behalf of a corporation, violating U.S. law. 

 Since his sentencing hearing, Salame resumed activity on his X account for the first time in roughly two years, commenting on the crypto market and the U.S. political landscape ahead of reporting to prison. He has a seven-month-old child with Bond. 

 "
the_block:8b30ef23e094b:0,US CFTC investigating trading firm Jump’s crypto activity: Fortune,"Thu, 20 Jun 2024 16:25:07 GMT",The Block,"The U.S. Commodity Futures Trading Commission is investigating trading firm Jump, according to reporting from Fortune. 

 The derivatives regulator is specifically looking into the firm's crypto involvement, such as trading and investing, Fortune reported on Thursday. 

 The CFTC did not immediately respond to a request for comment from The Block. Jump declined to comment when contacted by The Block. 

 Both the CFTC and its sister agency, the U.S. Securities and Exchange Commission, have honed in on bringing charges against crypto-related entities over the past few years. Over the past year or so, the CFTC and SEC have brought several enforcement actions against crypto entities, including Binance and FTX. 

 In a case involving the SEC and Terraform Labs, the agency named an unidentified ""U.S. trading firm,"" accused of helping support the TerraUSD stablecoin as it de-pegged from the dollar in 2021, which later was found out to be Jump Trading. The SEC did not bring charges against Jump. 

 Disclaimer: The Block is an independent media outlet that delivers news, research, and data. As of November 2023, Foresight Ventures is a majority investor of The Block. Foresight Ventures invests in other companies in the crypto space. Crypto exchange Bitget is an anchor LP for Foresight Ventures. The Block continues to operate independently to deliver objective, impactful, and timely information about the crypto industry. Here are our current financial disclosures. 

 © 2023 The Block. All Rights Reserved. This article is provided for informational purposes only. It is not offered or intended to be used as legal, tax, investment, financial, or other advice. 

 "
cointelegraph:5bf0ffe88094b:0,Why did Fetch and SingularityNET AI-tokens just surge 30%? ,"Thu, 20 Jun 2024 16:19:47 GMT",Cointelegraph,"The Fetch and SingularityNET artificial intelligence (AI) cryptocurrencies both rallied over 30% today, recovering after a three-month downtrend. What is behind the rally of the AI coins? 

 Why are FET and AGIX up over 30%? 

 The Fetch.ai (FET) token rallied 37% while the SingularityNET (AGIX) token rose over 33% during the past 24 hours, according to TradingView data.Cointelegraph 

 The two AI-based cryptocurrencies started their price recovery on June 19. Both coins have been in a downtrend since the end of March. 

 Over the past three months, FET fell over 31% while the AGIX token’s price lost over 36%.Cointelegraph 

 Today's price rally was catalyzed by the upcoming merger between SingulairtyNET, Fetch.ai, and Ocean Protocol, according to Vlad Balaban, the co-founder of GT Protocol, a blockchain-based AI execution protocol. He wrote: 

 In a June 20 X post, SingularityNET announced the official date for the Artificial Superintelligence Alliance (ASI) token merger for July 1.  

 FET, AGIX are up on AI and Nvidia developments: Nansen analyst 

 The AI sector has attracted significant attention lately. Nvidia became the world’s most valuable publicly traded company on June 18 after the graphics processing and AI chip giant’s market cap rose to $3.34 trillion. 

 The developments around Nvidia and the AI sector have contributed to the FET and AGIX tokens’ rally, according to Edward Wilson, an analyst at Nansen.ai. He told Cointelegraph: 

 Nansen’s Wilson also noted that investor interest in AI remains high: 

 On the yearly chart, FET is up over 750% while the AGIX token is up 192%.Cointelegraph 

 Part of the growing investor and institutional AI interest is dedicated to the emerging possibility of artificial general intelligence (AGI), according to GT Protocol’s Balaban: 

 This article does not contain investment advice or recommendations. Every investment and trading move involves risk, and readers should conduct their own research when making a decision.  

 "
